# HOLDER_ASCII.DAT
##########################################################################
#
#   PURPOSE:
#
#      This is the database file used for defining multiple section tool
#      holders.
#
# 
#
# The next line causes the on site revision history to be saved. 
# To prevent this, delete the next line. 
#
#    dbc_logname
#
##########################################################################
# The data is organized using the following fields separated by |
#
# The following fields are defined for all records
#
#  LIBRF           - Unique holder identifier (library reference of the holder)
#  RTYPE           - Record type
#                      = 1  General holder record
#                      = 2  Holder data record
#
# The following fields are defined for RTYPE = 1
#
#  HTYPE           - Holder type
#                      = 1  Milling and Drilling Holder
#                      = 2  Turning Holder
#                      = 3  Soft Holder
#                      = 4   Wedm Guide
#  STYPE           - Holder subtype
#                      For HTYPE = 1 or 4
#                        = 0  All Milling and Drilling holders
#                      For HTYPE = 2
#                        = 0  Standard Turning Tool Holder
#                        = 1  Grooving Tool Holder
#                      For HTYPE = 3
#                        = 0  All Soft Holders
#  SNUM            - Section number - count of sections for this holder
#  MAXOFF          - Maximum tool offset supported by this holder.
#                      (Not currently implemented, but defined now for future
#                       use.)
#  MINDIA          - Minimum diameter of a tool which can be secured by the
#                      holder -- 0.0 or blank indicates no minimum
#  MAXDIA          - Maximum diameter of a tool which can be secured by the
#                      holder -- 0.0 or blank indicates not defined.
#  DESCR           - Holder description
#
# The following fields are defined for Milling and Drilling holders with RTYPE = 2
#
#  LIBRF           - Unique holder identifier (same as in RTYPE = 1 record)
#  SEQ             - Sequence number of section (represents where this section is
#                      in the overall holder set.
#  DIAM            - Diameter of section
#  LENGTH          - Length of section
#  TAPER           - Taper angle of section in degree 
#  CRAD            - Corner radius of section
#
#
#-------------------------------------------------------------------------------
FORMAT LIBRF RTYPE HTYPE STYPE SNUM MAXOFF MINDIA MAXDIA DESCR
#-------------------------------------------------------------------------------
DATA |  HLD001_00001  | 1 | 1 | 0 | 3 | 0.00000 | 0.00000 | 0.00000 |  Small collet
DATA |  HLD001_00002  | 1 | 1 | 0 | 2 | 0.00000 | 0.00000 | 0.00000 |  Large collet
DATA |  HLD001_00003  | 1 | 1 | 0 | 2 | 0.00000 | 0.00000 | 0.00000 |  Extra large compression
DATA |  HLD001_00004  | 1 | 1 | 0 | 2 | 0.00000 | 0.00000 | 0.00000 |  Medium collet
DATA |  HLD001_00005  | 1 | 1 | 0 | 3 | 0.00000 | 0.00000 | 0.00000 |  Small compression
DATA |  HLD001_00006  | 1 | 1 | 0 | 3 | 0.00000 | 0.00000 | 0.00000 |  Medium compression
DATA |  HLD001_00007  | 1 | 1 | 0 | 3 | 0.00000 | 0.00000 | 0.00000 |  Large compression
DATA |  HLD001_00008  | 1 | 1 | 0 | 3 | 0.00000 | 0.00000 | 0.00000 |  Very small compression
DATA |  HLD001_00009  | 1 | 1 | 0 | 3 | 0.00000 | 0.00000 | 0.00000 |  Small compression
DATA |  HLD001_00010  | 1 | 1 | 0 | 3 | 0.00000 | 0.00000 | 0.00000 |  Medium compression
DATA |  HLD001_00011  | 1 | 1 | 0 | 3 | 0.00000 | 0.00000 | 0.00000 |  Large compression
DATA |  HLD001_00012  | 1 | 1 | 0 | 3 | 0.00000 | 0.00000 | 0.00000 |  Small compression
DATA |  HLD001_00013  | 1 | 1 | 0 | 3 | 0.00000 | 0.00000 | 0.00000 |  Medium compression
DATA |  HLD001_00014  | 1 | 1 | 0 | 3 | 0.00000 | 0.00000 | 0.00000 |  Large compression
DATA |  HLD001_00015  | 1 | 1 | 0 | 3 | 0.00000 | 0.00000 | 0.00000 |  Extra large compression
