# TRACKPOINT_DATABASE.DAT
##########################################################################
#
#   PURPOSE:
#
#      This is the database file used for defining multiple tool
#      tracking points.
#
# 
#
# The next line causes the on site revision history to be saved. 
# To prevent this, delete the next line. 
#    dbc_logname
#
##########################################################################
# The data is organized using the following fields separated by |
#
# The following fields are defined for all records
#
#  LIBRF           - Unique trackpoint set identifier (library reference of the set)
#  TYPE            - Type (Class identifier)
#  STYPE           - Subtype of trackpoint.  Not currently used
#  NAME            - Name given to the trackpoint by the user
#  SEQ             - Sequence number used to order the trackpoints
#  ADJREG          - Adjust register to be used with this trackpoint
#  CUTREG          - Cutcom register to be used with this trackpoint
#  
#
# The following fields are defined for MILLING_DRILLING Tracking Points
#
#  ADJSTAT         - On/Off status of the Adjust register for this trackpoint
#  CUTSTAT         - On/Off status of the Cutcom register for this trackpoint
#  DIAM            - Distance of trackpoint from the tool centerline
#  DIST            - Distance of trackpoint parallel to tool axis
#  ZOFF            - Z Offset to be used with this trackpoint
#  ZOFFSTAT        - On/Off status of the Z-Offset value
#  DEFTYPE         - Define the tracking point position
#
# The following fields are defined for TURNING Tracking points
#
#  XOFF            - X Offset for this trackpoint
#  YOFF            - Y Offset for this trackpoint
#  RADID           - Radius ID Specifier for this trackpoint
#  CLUSTID         - Cluster ID Specifier for this trackpoint
#  ANGLE           - Angle value for this trackpoint
#  RAD             - Radius for this trackpoint
#
#
#-------------------------------------------------------------------------------
#CLASS MILLING_DRILLING
FORMAT LIBRF T STYPE NAME SEQ ADJREG ADJSTAT CUTREG CUTSTAT DIAM DIST ZOFF ZOFFSTAT DEFTYPE
#------------------------------------------------------------------------------------------
DATA | TP001_00001 | 1 | 0 | OD_TANGENT | 1 | 0 | 0 | 0 | 0 |  11.60000 |   2.00000 |   0.00000 | 0 | 0
DATA | TP001_00001 | 1 | 0 | ID_TANGENT | 2 | 0 | 0 | 0 | 0 |   7.60000 |   4.00000 |   0.00000 | 0 | 0
DATA | TP001_00001 | 1 | 0 | SHARP_CORNER | 3 | 0 | 0 | 0 | 0 |   7.60000 |   2.00000 |   0.00000 | 0 | 0
DATA | TP001_00002 | 1 | 0 | SHARP_CORNER | 1 | 0 | 0 | 0 | 0 |  10.00000 |   6.00000 |   0.00000 | 0 | 0
DATA | TP001_00002 | 1 | 0 | PILOT_DIA | 2 | 0 | 0 | 0 | 0 |  10.00000 |   0.00000 |   0.00000 | 0 | 0
DATA | TP001_00003 | 1 | 0 | SHARP_CORNER | 1 | 0 | 0 | 0 | 0 |   8.00000 |  10.00000 |   0.00000 | 0 | 0
DATA | TP001_00003 | 1 | 0 | PILOT_DIA | 2 | 0 | 0 | 0 | 0 |   8.00000 |   0.00000 |   0.00000 | 0 | 0
DATA | TP001_00004 | 1 | 0 | SHARP_CORNER | 1 | 0 | 0 | 0 | 0 |  15.00000 |  15.00000 |   0.00000 | 0 | 0
DATA | TP001_00004 | 1 | 0 | PILOT_DIA | 2 | 0 | 0 | 0 | 0 |  15.00000 |   0.00000 |   0.00000 | 0 | 0
DATA | TP001_00005 | 1 | 0 | ID_CORNER | 1 | 0 | 0 | 0 | 0 |   0.00000 |   0.00000 |   0.00000 | 0 | 0
DATA | TP001_00005 | 1 | 0 | MIDDLE | 2 | 0 | 0 | 0 | 0 |   3.00000 |   1.50000 |   0.00000 | 0 | 0
DATA | TP001_00005 | 1 | 0 | OD_CORNER | 3 | 0 | 0 | 0 | 0 |   6.00000 |   3.00000 |   0.00000 | 0 | 0
DATA | TP001_00006 | 1 | 0 | ID_CORNER | 1 | 0 | 0 | 0 | 0 |   0.00000 |   0.00000 |   0.00000 | 0 | 0
